trajectory	frame	x	y	spot_intensity	bg_intensity	SNR	converged	widthx	widthy
0	0	44.4268902142256	20.907267483999924	199429.0288461539	493.4904761904762	18.140477898603173	0	1.3332129707980862	1.3358285311484113
0	1	44.6590574773305	20.668764722899454	198368.2740384616	502.15384615384613	21.996063994863583	0	1.3332129707980862	1.3358285311484113
0	2	44.66039702955961	20.673800766959552	198740.85576923075	525.4230769230769	18.75835214511529	0	1.3332129707980862	1.3358285311484113
0	3	44.91150774505481	20.43607693966353	185769.72596153847	504.5571428571429	19.52580994078291	0	1.3332129707980862	1.3358285311484113
0	4	44.666039462151005	20.675447109964423	172770.94711538465	513.1923076923077	16.701916556686815	0	1.3332129707980862	1.3358285311484113
0	5	44.66880946411312	20.675925666840698	172825.1875	505.2451923076923	17.322297336385127	0	1.3332129707980862	1.3358285311484113
0	6	44.4124031419868	20.89262793074951	169844.00480769234	505.3285714285714	15.963476905262048	0	1.3332129707980862	1.3358285311484113
0	7	44.65418284882038	20.65914852974903	171500.36538461535	515.7788461538462	18.028966731783193	0	1.3332129707980862	1.3358285311484113
0	8	44.43322295610673	20.908613393079268	157331.53365384613	502.56666666666666	15.820168076473763	0	1.3332129707980862	1.3358285311484113
0	9	44.66154870468466	20.668496217157227	159532.4375	506.0625	16.9036416221292	0	1.3332129707980862	1.3358285311484113
0	10	44.895184477416585	20.43215019743701	159556.00480769234	484.23333333333335	16.224351782948936	0	1.3332129707980862	1.3358285311484113
0	11	44.653422828992134	20.674982164875363	156925.92307692306	513.2980769230769	14.329169606762493	0	1.3332129707980862	1.3358285311484113
0	12	44.67654443353393	20.688706955215682	157940.9711538461	509.25	15.889719837398415	0	1.3332129707980862	1.3358285311484113
0	13	44.665472207633655	20.675481270779347	159991.44230769234	506.9423076923077	15.865259035531164	0	1.3332129707980862	1.3358285311484113
0	14	44.652525889468166	20.665586364785234	157938.37980769234	497.10096153846155	15.985068410638451	0	1.3332129707980862	1.3358285311484113
0	15	44.66164397287928	20.66598534874607	145124.37980769234	515.8413461538462	15.351076456557328	0	1.3332129707980862	1.3358285311484113
0	16	44.653869492951245	20.67277475445733	131964.89903846153	507.71153846153845	13.007259047962021	0	1.3332129707980862	1.3358285311484113
0	17	44.66346564504491	20.668132426269565	120797.40865384614	496.3173076923077	11.366530083268907	0	1.3332129707980862	1.3358285311484113
0	18	44.65612337018002	20.67873390972149	119048.51442307695	506.90384615384613	14.2534884310926	0	1.3332129707980862	1.3358285311484113
0	19	44.64737038331322	20.657584835692624	107601.0625	486.7692307692308	10.719763595069413	0	1.3332129707980862	1.3358285311484113
0	20	44.66609408067516	20.683135110733147	105797.37980769233	498.7355769230769	11.125464584625291	0	1.3332129707980862	1.3358285311484113
0	21	44.4166219773541	20.908913833426283	106263.0432692308	500.252380952381	11.144314017813079	0	1.3332129707980862	1.3358285311484113
0	22	44.41288183947334	20.914769189535548	94717.89903846153	503.12380952380954	10.18092835406709	0	1.3332129707980862	1.3358285311484113
0	23	44.649929840192	20.67741472188349	93478.71153846153	497.0432692307692	9.187668153591611	0	1.3332129707980862	1.3358285311484113
0	24	44.41944025825005	20.885371523324437	78345.86538461538	501.2809523809524	8.930911622910573	0	1.3332129707980862	1.3358285311484113
1	0	45.97486747234881	32.72940305469416	177079.25480769234	768.0518867924528	1.7274792936697647	0	1.2956349724643264	1.303265416639537
1	1	46.191885110223225	32.50972170576267	174425.24519230766	609.3761904761905	4.453574060559377	0	1.2956349724643264	1.303265416639537
1	2	45.971381327863064	32.72312431753468	160695.5	800.0235849056604	1.5631844688483927	0	1.2956349724643264	1.303265416639537
1	3	45.976277670215765	32.725045048349266	161623.30769230766	790.2028301886793	1.5569258472141771	0	1.2956349724643264	1.303265416639537
1	4	45.982485828925476	32.72265968597929	151027.7163461539	798.9103773584906	1.4484121014506839	0	1.2956349724643264	1.303265416639537
1	5	45.99072580106544	32.72643328651987	134377.30769230766	792.122641509434	1.3097796752122366	0	1.2956349724643264	1.303265416639537
1	6	45.97056260064673	32.72075541120467	141795.69711538465	722.3349056603773	1.6263618725182605	0	1.2956349724643264	1.303265416639537
1	7	45.98357145243336	32.738124731764096	129218.62019230767	718.4905660377359	1.6826611339542814	0	1.2956349724643264	1.303265416639537
1	8	45.97901761870062	32.71758555052831	128345.82692307697	706.3632075471698	1.7012084935808158	0	1.2956349724643264	1.303265416639537
1	9	45.97125663648391	32.72994490070387	128101.89903846155	710.7452830188679	1.6814335724132896	0	1.2956349724643264	1.303265416639537
1	10	45.981794311004734	32.72769878295701	133998.28846153844	682.3915094339623	1.8926656673524245	0	1.2956349724643264	1.303265416639537
1	11	46.19923526806928	32.5079329702529	131868.45192307697	561.7630331753554	4.930849486281343	0	1.2956349724643264	1.303265416639537
1	12	46.193606978465894	32.501834391375354	131170.4375	571.6635071090047	5.024811275999149	0	1.2956349724643264	1.303265416639537
1	13	46.19224485632039	32.48631717478366	112706.25480769233	587.0714285714286	3.9436019074260265	0	1.2956349724643264	1.303265416639537
1	14	45.96686905376958	32.71789294339472	105417.2692307692	674.1037735849056	1.6917546222805018	0	1.2956349724643264	1.303265416639537
1	15	45.971356276280495	32.741365559424146	104167.8557692308	676.3537735849056	1.6194864348485105	0	1.2956349724643264	1.303265416639537
1	16	45.9888650631479	32.733467192043406	105892.13461538462	666.8349056603773	1.8990925855470677	0	1.2956349724643264	1.303265416639537
1	17	45.97236537063615	32.733914624419036	96757.02884615383	627.3867924528302	2.0121416732909565	0	1.2956349724643264	1.303265416639537
1	18	45.97656102903321	32.72436288330949	94810.3317307692	625.6981132075472	1.9717698984762795	0	1.2956349724643264	1.303265416639537
1	19	45.97693807653199	32.734371261514234	80605.1057692308	633.627358490566	1.6382172400022332	0	1.2956349724643264	1.303265416639537
1	20	45.976454202746844	32.72859595170116	85191.2932692308	610.3632075471698	2.054645576354925	1	1.2956349724643264	1.303265416639537
1	21	45.978029602548766	32.73312826980895	83541.53846153847	612.5518867924528	2.057710644597081	0	1.2956349724643264	1.303265416639537
1	22	46.179388545975314	32.493079577097255	89348.85576923077	552.5952380952381	4.85278887643197	0	1.2956349724643264	1.303265416639537
1	23	45.97031024015956	32.72141305332554	86643.82692307695	624.9198113207547	2.0609134753043916	0	1.2956349724643264	1.303265416639537
1	24	45.98274183858644	32.72171411016708	71739.21634615383	601.9103773584906	1.67022065165715	0	1.2956349724643264	1.303265416639537
1	25	45.98694740251894	32.70459494647411	57326.89903846152	606.1084905660377	1.3791071901352991	0	1.2956349724643264	1.303265416639537
2	1	25.073187237037523	38.33870076521257	199426.58173076925	499.0047393364929	21.74542900666513	0	1.3246506542520549	1.3323174617818552
2	2	24.841074003201655	38.57344777103303	198476.7740384616	492.2190476190476	20.92385629999402	1	1.3246506542520549	1.3323174617818552
2	3	25.078797112022535	38.344236064867346	199115.71153846153	504.9478672985782	19.79652561818331	1	1.3246506542520549	1.3323174617818552
2	4	25.073746172982688	38.345918731701175	198999.50480769234	503.86729857819904	20.956464743732692	0	1.3246506542520549	1.3323174617818552
2	5	25.065305816488653	38.34315864826763	174915.16826923075	493.1090047393365	20.173563340805106	0	1.3246506542520549	1.3323174617818552
2	6	25.07383961738771	38.34309419630341	160564.94230769234	484.4028436018957	17.705429059215977	1	1.3246506542520549	1.3323174617818552
2	7	25.08280184776294	38.34785463902556	146903.30288461538	500.02843601895734	15.124266511517293	0	1.3246506542520549	1.3323174617818552
2	8	25.06858711542466	38.33346588654722	145003.42788461538	513.1943127962086	15.992466844590203	0	1.3246506542520549	1.3323174617818552
